,ID,name,deadline,data_size_GB,type,get_paid_per_hour
12080,T12080,Robert,2022-10-24 07:14:26,76,reinforcement_learning,8
12081,T12081,Agata,2022-06-27 02:43:41,1,SVM,7
12082,T12082,Lucia,2022-05-05 07:14:39,57,regression,8
12083,T12083,Alen,2022-07-04 11:24:42,82,CNN,7
12084,T12084,Tyler,2022-03-09 04:28:49,43,NLP,7
12085,T12085,Richard,2022-08-01 00:44:09,7,decision_tree,6
12086,T12086,Madaline,2022-08-28 21:06:36,29,NLP,7
12087,T12087,Violet,2022-09-19 16:38:29,21,clustering,10
12088,T12088,Nicholas,2022-09-12 18:05:00,56,computation,7
12089,T12089,Byron,2022-08-26 04:48:53,59,CNN,7
12090,T12090,Arianna,2022-06-23 02:28:23,45,reinforcement_learning,9
12091,T12091,Maddie,2022-10-25 10:54:18,73,NLP,8
12092,T12092,Jenna,2022-02-22 10:16:55,42,SVM,6
12093,T12093,Aiden,2022-01-23 04:00:32,87,clustering,6
12094,T12094,Jasmine,2022-10-15 14:13:12,6,recognition,9
12095,T12095,Penelope,2022-11-30 01:49:35,76,NLP,6
12096,T12096,Richard,2022-03-11 01:43:02,53,recognition,7
12097,T12097,Daisy,2022-04-02 04:39:27,29,reinforcement_learning,8
12098,T12098,Kevin,2022-05-22 09:13:20,88,classfication,5
12099,T12099,Edward,2022-04-08 10:34:04,55,recognition,8
12100,T12100,Rafael,2022-02-13 19:49:36,45,CNN,8
12101,T12101,Sienna,2022-05-05 03:49:24,31,decision_tree,7
12102,T12102,Audrey,2022-07-24 16:19:29,56,recognition,9
12103,T12103,Sam,2022-04-06 12:52:44,57,classfication,5
12104,T12104,Alina,2022-02-04 19:12:46,46,CNN,10
12105,T12105,Daisy,2022-12-05 14:54:47,93,NLP,8
12106,T12106,Julia,2022-09-22 00:50:03,68,classfication,7
12107,T12107,Alfred,2022-12-27 09:44:30,75,decision_tree,6
12108,T12108,Sam,2022-07-02 02:02:32,24,reinforcement_learning,6
12109,T12109,Lucas,2022-03-20 06:05:22,53,recognition,5
12110,T12110,Eleanor,2022-01-29 02:12:35,15,reinforcement_learning,9
12111,T12111,Rosie,2022-03-03 12:47:06,85,classfication,9
12112,T12112,Alen,2022-10-12 21:05:49,96,clustering,6
12113,T12113,Blake,2022-11-20 12:20:24,33,computation,6
12114,T12114,Eddy,2022-10-10 23:44:51,94,clustering,9
12115,T12115,Garry,2022-11-24 21:48:28,76,recognition,7
12116,T12116,Mary,2022-03-17 08:20:19,14,reinforcement_learning,8
12117,T12117,Camila,2022-08-17 11:29:14,7,reinforcement_learning,9
12118,T12118,Fenton,2022-04-30 17:01:03,11,reinforcement_learning,7
12119,T12119,Kevin,2022-03-20 01:14:03,5,clustering,8
12120,T12120,Sienna,2022-03-26 09:44:18,85,CNN,5
12121,T12121,Evelyn,2022-12-21 16:32:38,4,decision_tree,10
12122,T12122,Rubie,2022-01-04 03:24:48,83,SVM,7
12123,T12123,Alexander,2022-05-07 09:56:04,35,classfication,5
12124,T12124,Leonardo,2022-09-09 19:43:46,63,recognition,5
12125,T12125,Myra,2022-02-10 08:15:27,99,SVM,5
12126,T12126,Alissa,2022-05-06 03:09:24,39,decision_tree,6
12127,T12127,Natalie,2022-08-31 07:42:36,20,classfication,9
12128,T12128,Kelsey,2022-05-28 19:59:48,71,CNN,6
12129,T12129,Evelyn,2022-03-24 01:31:12,86,reinforcement_learning,5
12130,T12130,Florrie,2022-08-27 12:30:17,5,CNN,6
12131,T12131,Walter,2022-06-06 11:57:25,71,reinforcement_learning,9
12132,T12132,Alexander,2022-02-25 15:55:07,56,reinforcement_learning,8
12133,T12133,Mary,2022-03-13 22:09:06,77,clustering,9
12134,T12134,Rafael,2022-07-02 19:17:30,79,recognition,6
12135,T12135,Melanie,2022-09-27 08:35:52,39,SVM,9
12136,T12136,Richard,2022-03-29 17:25:04,76,CNN,9
12137,T12137,Sienna,2022-09-27 04:59:42,100,regression,6
12138,T12138,Dainton,2022-04-06 02:22:40,62,clustering,5
12139,T12139,Alissa,2022-05-09 19:01:45,44,SVM,6
12140,T12140,Dexter,2022-03-10 06:08:42,56,CNN,8
12141,T12141,Alissa,2022-08-02 23:24:05,63,computation,6
12142,T12142,Fenton,2022-12-24 02:44:05,87,reinforcement_learning,5
12143,T12143,Jasmine,2022-12-29 05:41:54,19,CNN,10
12144,T12144,Richard,2022-05-29 20:01:20,48,clustering,9
12145,T12145,Carlos,2022-10-19 00:20:34,40,regression,9
12146,T12146,Amanda,2022-12-28 19:08:30,57,CNN,9
12147,T12147,Elise,2022-04-08 21:19:14,47,NLP,5
12148,T12148,Kelsey,2022-08-17 13:31:42,48,computation,9
12149,T12149,Maya,2022-07-07 02:22:40,13,recognition,7
12150,T12150,Sienna,2022-03-12 18:55:27,99,recognition,7
12151,T12151,Tess,2022-07-27 06:36:36,11,recognition,5
12152,T12152,Lucas,2022-09-15 15:16:45,56,regression,10
12153,T12153,Hailey,2022-06-04 14:06:16,48,CNN,7
12154,T12154,Lucia,2022-06-16 02:55:17,42,classfication,8
12155,T12155,Sienna,2022-01-12 21:35:04,86,classfication,7
12156,T12156,Arianna,2022-04-22 07:25:29,77,CNN,8
12157,T12157,Connie,2022-11-01 19:16:15,85,NLP,10
12158,T12158,Penelope,2022-08-24 15:42:54,90,reinforcement_learning,7
12159,T12159,Myra,2022-06-07 23:12:42,24,SVM,9
12160,T12160,Kevin,2022-12-18 18:31:42,77,CNN,10
12161,T12161,Rosie,2022-09-17 17:05:45,89,clustering,9
12162,T12162,Lenny,2022-02-27 03:43:02,56,clustering,5
12163,T12163,Oliver,2022-03-03 23:27:06,72,classfication,8
12164,T12164,Eleanor,2022-07-29 05:21:21,83,recognition,10
12165,T12165,Sam,2022-10-28 06:44:14,15,CNN,5
12166,T12166,Aida,2022-12-03 03:40:35,67,recognition,7
12167,T12167,Camila,2022-10-08 02:19:28,22,SVM,8
12168,T12168,Blake,2022-11-19 17:59:07,91,decision_tree,7
12169,T12169,Michelle,2022-12-29 16:49:11,13,recognition,9
12170,T12170,Sienna,2022-03-30 21:36:52,72,NLP,5
12171,T12171,Carlos,2022-02-09 11:11:31,5,computation,10
12172,T12172,Kellan,2022-04-23 11:03:16,59,computation,7
12173,T12173,Sienna,2022-11-25 08:25:27,88,NLP,8
12174,T12174,Alexander,2022-09-15 13:03:27,95,SVM,7
12175,T12175,Darcy,2022-03-12 17:10:41,59,SVM,8
12176,T12176,Rafael,2022-03-24 03:30:03,100,regression,7
12177,T12177,Myra,2022-10-11 09:06:46,30,computation,7
12178,T12178,Valeria,2022-03-24 13:35:34,87,CNN,7
12179,T12179,Aston,2022-03-06 10:43:41,30,computation,8
12180,T12180,Walter,2022-03-31 17:51:54,89,reinforcement_learning,6
12181,T12181,Lydia,2022-07-13 23:25:30,14,recognition,10
12182,T12182,Alexander,2022-07-13 19:03:49,48,SVM,7
12183,T12183,Maddie,2022-05-14 23:47:18,34,NLP,7
12184,T12184,Lucia,2022-10-17 05:08:39,62,CNN,7
12185,T12185,Chester,2022-12-10 01:04:33,15,regression,9
12186,T12186,Rosie,2022-08-11 03:49:00,40,CNN,9
12187,T12187,Rosie,2022-02-18 03:57:43,36,clustering,7
12188,T12188,Sophia,2022-08-12 07:30:05,60,clustering,7
12189,T12189,Emma,2022-02-23 00:12:11,98,computation,8
12190,T12190,Daisy,2022-08-31 10:06:54,48,classfication,9
12191,T12191,Jasmine,2022-12-19 03:23:26,71,SVM,7
12192,T12192,Alberta,2022-02-04 05:48:12,20,SVM,5
12193,T12193,Mary,2022-08-24 12:03:23,20,classfication,10
12194,T12194,Julian,2022-03-28 23:38:52,99,classfication,9
12195,T12195,Amelia,2022-01-26 14:27:20,49,computation,5
12196,T12196,Jacob,2022-07-08 06:07:51,28,regression,9
12197,T12197,Myra,2022-03-08 04:10:11,70,NLP,9
12198,T12198,Lucia,2022-09-19 01:11:09,8,NLP,6
12199,T12199,Adele,2022-02-02 22:40:15,88,regression,9
12200,T12200,Edward,2022-09-30 05:26:03,33,CNN,10
12201,T12201,Charlie,2022-12-25 10:11:34,48,classfication,7
12202,T12202,Camila,2022-06-07 04:24:41,39,CNN,5
12203,T12203,Arianna,2022-11-16 17:08:17,48,recognition,5
12204,T12204,Nicholas,2022-06-21 10:15:25,38,decision_tree,8
12205,T12205,Emma,2022-02-19 04:02:20,11,NLP,5
12206,T12206,Leonardo,2022-08-06 09:03:51,13,SVM,7
12207,T12207,Carlos,2022-05-29 00:57:30,52,computation,10
12208,T12208,Penelope,2022-12-04 15:14:19,31,CNN,7
12209,T12209,Nicole,2022-08-28 09:15:28,39,classfication,6
12210,T12210,John,2022-06-16 20:13:05,76,SVM,9
12211,T12211,Rosie,2022-08-17 10:28:08,64,clustering,10
12212,T12212,Camila,2022-11-23 16:57:46,61,SVM,7
12213,T12213,Dainton,2022-11-28 14:41:12,90,reinforcement_learning,10
12214,T12214,Jenna,2022-01-15 03:24:13,21,NLP,8
12215,T12215,Melanie,2022-02-01 16:26:41,68,NLP,8
12216,T12216,Arthur,2022-11-20 06:16:12,31,regression,8
12217,T12217,Rosie,2022-03-02 04:52:53,92,CNN,9
12218,T12218,Jordan,2022-06-19 09:52:33,7,reinforcement_learning,7
12219,T12219,Hailey,2022-06-28 22:12:16,26,reinforcement_learning,6
12220,T12220,Richard,2022-05-10 16:48:07,23,CNN,5
12221,T12221,Elise,2022-06-27 05:03:50,63,classfication,10
12222,T12222,Honey,2022-07-09 10:33:18,49,recognition,9
12223,T12223,Camila,2022-06-03 08:38:44,89,CNN,6
12224,T12224,Daryl,2022-05-05 18:22:03,72,clustering,9
12225,T12225,Lydia,2022-08-06 23:27:32,8,regression,10
12226,T12226,Tyler,2022-08-19 22:24:06,22,CNN,10
12227,T12227,Camila,2022-09-13 03:02:49,36,SVM,9
12228,T12228,Byron,2022-07-25 23:54:26,25,classfication,6
12229,T12229,Thomas,2022-09-27 20:55:09,83,reinforcement_learning,10
12230,T12230,Lucas,2022-06-09 02:17:21,20,NLP,8
12231,T12231,Ryan,2022-07-08 17:19:13,75,clustering,8
12232,T12232,Alexia,2022-08-25 11:45:42,41,computation,7
12233,T12233,Aiden,2022-10-31 18:31:39,79,decision_tree,5
12234,T12234,Julia,2022-06-10 16:26:04,23,recognition,5
12235,T12235,Vivian,2022-03-09 03:50:34,44,NLP,10
12236,T12236,Chester,2022-07-12 13:52:11,10,computation,7
12237,T12237,Stella,2022-08-06 20:16:23,33,NLP,8
12238,T12238,Lydia,2022-07-19 03:12:14,72,NLP,7
12239,T12239,Dexter,2022-05-05 10:58:25,76,decision_tree,8
12240,T12240,Julian,2022-08-22 03:26:05,57,regression,5
12241,T12241,Carlos,2022-11-26 23:02:35,41,computation,9
12242,T12242,Tyler,2022-06-04 04:44:15,65,regression,7
12243,T12243,Harold,2022-05-17 21:14:23,55,regression,9
12244,T12244,Ellia,2022-10-20 13:29:58,32,SVM,7
12245,T12245,David,2022-04-11 12:49:30,36,clustering,6
12246,T12246,Aida,2022-12-12 23:56:44,52,CNN,5
12247,T12247,Arianna,2022-02-06 04:20:42,95,recognition,6
12248,T12248,Jordan,2022-07-24 18:23:59,87,computation,6
12249,T12249,Lucy,2022-06-26 19:34:36,24,regression,7
12250,T12250,Tyler,2022-03-26 15:14:20,6,classfication,6
12251,T12251,Eric,2022-04-05 12:54:59,34,recognition,10
12252,T12252,Rafael,2022-10-21 22:08:36,69,decision_tree,8
12253,T12253,Florrie,2022-05-01 17:30:39,87,classfication,9
12254,T12254,Rafael,2022-03-22 13:10:08,90,clustering,6
12255,T12255,Myra,2022-11-12 00:50:23,77,CNN,6
12256,T12256,Agata,2022-10-26 17:26:28,50,NLP,7
12257,T12257,Edwin,2022-11-13 16:30:48,77,recognition,6
12258,T12258,Sam,2022-11-15 05:09:50,63,SVM,10
12259,T12259,Jacob,2022-03-17 08:40:07,48,classfication,6
12260,T12260,John,2022-05-27 23:06:39,78,NLP,6
12261,T12261,Eric,2022-01-06 00:52:23,17,reinforcement_learning,5
12262,T12262,Hailey,2022-07-06 16:59:50,81,SVM,8
12263,T12263,Alexander,2022-07-31 06:21:02,23,CNN,5
12264,T12264,Stuart,2022-05-27 18:59:52,23,SVM,5
12265,T12265,Maddie,2022-02-14 12:28:49,33,NLP,5
12266,T12266,Chester,2022-04-14 06:18:47,30,regression,5
12267,T12267,Oliver,2022-12-07 04:27:05,26,NLP,6
12268,T12268,Jacob,2022-03-06 09:23:09,7,CNN,8
12269,T12269,Jacob,2022-06-11 08:44:04,70,NLP,9
12270,T12270,Anna,2022-11-10 05:54:33,57,computation,8
12271,T12271,Sydney,2022-02-26 13:55:11,94,recognition,5
12272,T12272,Hailey,2022-03-05 11:25:37,37,CNN,10
12273,T12273,Arianna,2022-04-09 06:08:11,39,NLP,7
12274,T12274,Daryl,2022-01-08 21:13:51,11,regression,9
12275,T12275,Violet,2022-04-18 10:30:49,93,clustering,5
12276,T12276,Elise,2022-05-23 01:23:50,46,recognition,9
12277,T12277,Violet,2022-05-18 03:04:50,87,decision_tree,8
12278,T12278,Kelsey,2022-11-27 18:34:08,91,decision_tree,5
12279,T12279,Arthur,2022-11-15 07:32:45,18,clustering,6
12280,T12280,Nicholas,2022-07-14 11:59:46,24,reinforcement_learning,10
12281,T12281,Jacob,2022-02-28 08:05:14,85,decision_tree,9
12282,T12282,Alford,2022-10-09 09:03:38,54,regression,10
12283,T12283,Kellan,2022-12-15 00:00:00,45,decision_tree,7
12284,T12284,Samantha,2022-06-15 02:16:35,54,regression,5
12285,T12285,Chloe,2022-08-28 16:02:20,50,recognition,8
12286,T12286,Nicholas,2022-10-20 02:01:00,26,SVM,6
12287,T12287,Jacob,2022-11-29 21:40:36,19,reinforcement_learning,8
12288,T12288,Jordan,2022-07-05 22:03:07,66,SVM,5
12289,T12289,Sienna,2022-09-26 23:30:20,60,SVM,5
12290,T12290,Jordan,2022-05-11 12:20:13,10,computation,6
12291,T12291,Stella,2022-07-31 18:11:01,16,decision_tree,6
12292,T12292,Elise,2022-10-04 16:35:27,71,NLP,5
12293,T12293,Maddie,2022-09-21 17:02:48,71,reinforcement_learning,7
12294,T12294,Jasmine,2022-11-09 20:18:42,38,regression,8
12295,T12295,Walter,2022-12-15 06:27:24,58,SVM,10
12296,T12296,Eleanor,2022-05-04 19:40:55,97,reinforcement_learning,10
12297,T12297,Edward,2022-08-31 02:52:42,44,NLP,5
12298,T12298,Elian,2022-04-22 13:16:55,29,SVM,6
12299,T12299,Alexander,2022-09-04 21:25:53,89,computation,5
12300,T12300,Camila,2022-07-23 04:54:06,59,clustering,6
12301,T12301,Edward,2022-08-12 04:26:07,52,classfication,6
12302,T12302,Briony,2022-11-10 08:43:33,58,decision_tree,8
12303,T12303,Rafael,2022-12-01 02:14:09,50,classfication,9
12304,T12304,Elise,2022-12-15 05:05:57,90,recognition,6
12305,T12305,Michael,2022-04-13 16:51:12,3,decision_tree,9
12306,T12306,Richard,2022-01-30 11:55:19,20,decision_tree,6
12307,T12307,Agata,2022-03-15 08:40:45,47,regression,10
12308,T12308,Alissa,2022-05-06 13:46:28,15,CNN,6
12309,T12309,Alissa,2022-06-25 17:50:25,56,clustering,10
12310,T12310,Carlos,2022-03-30 14:02:14,29,computation,9
12311,T12311,Sam,2022-03-11 10:24:43,47,clustering,6
12312,T12312,Kellan,2022-10-13 19:16:49,2,classfication,6
12313,T12313,Emily,2022-06-15 10:43:54,74,decision_tree,8
12314,T12314,Deanna,2022-07-12 18:29:51,47,regression,10
12315,T12315,Alexander,2022-02-10 20:25:09,50,decision_tree,7
12316,T12316,Byron,2022-09-28 22:19:31,78,CNN,8
12317,T12317,Madaline,2022-09-10 23:01:17,60,CNN,8
12318,T12318,Maddie,2022-09-12 15:12:29,98,recognition,6
12319,T12319,Edgar,2022-05-11 05:00:50,14,SVM,9
12320,T12320,Alen,2022-05-06 01:32:56,87,classfication,8
12321,T12321,Jasmine,2022-07-15 18:58:15,5,NLP,7
12322,T12322,Sarah,2022-03-13 04:08:29,40,reinforcement_learning,8
12323,T12323,Isabella,2022-02-09 16:24:58,92,clustering,9
12324,T12324,Alexander,2022-07-20 17:13:51,86,SVM,9
12325,T12325,Nicholas,2022-08-24 03:28:08,1,computation,6
12326,T12326,Arianna,2022-09-28 08:15:08,15,reinforcement_learning,9
12327,T12327,Deanna,2022-11-12 10:18:13,72,recognition,9
12328,T12328,Alexander,2022-04-05 17:15:13,30,recognition,8
12329,T12329,Arthur,2022-03-22 07:52:35,28,SVM,5
12330,T12330,Ashton,2022-02-09 08:42:44,8,CNN,10
12331,T12331,Dainton,2022-09-04 07:28:39,60,CNN,9
12332,T12332,Michael,2022-03-08 14:15:32,72,computation,10
12333,T12333,Jenna,2022-03-10 13:30:34,5,regression,5
12334,T12334,Eleanor,2022-05-17 07:13:58,31,CNN,7
12335,T12335,Valeria,2022-06-14 04:57:45,74,recognition,7
12336,T12336,Luke,2022-03-13 08:11:37,73,SVM,8
12337,T12337,Lucy,2022-09-06 07:19:04,36,regression,6
12338,T12338,Lucas,2022-11-28 07:24:16,30,decision_tree,10
12339,T12339,Dexter,2022-05-21 03:14:55,50,recognition,7
12340,T12340,Daryl,2022-02-27 09:37:52,96,CNN,6
12341,T12341,Samantha,2022-10-28 14:49:24,30,recognition,7
12342,T12342,Nicole,2022-02-04 16:10:35,70,recognition,10
12343,T12343,Anna,2022-12-12 19:58:16,11,recognition,8
12344,T12344,Alexia,2022-03-24 19:17:15,33,regression,5
12345,T12345,Hailey,2022-03-13 03:55:52,5,CNN,7
12346,T12346,Wilson,2022-11-03 14:13:06,75,regression,8
12347,T12347,Valeria,2022-09-19 10:46:41,25,recognition,5
12348,T12348,Maddie,2022-04-19 07:52:46,41,CNN,6
12349,T12349,Lucia,2022-07-15 12:40:54,40,SVM,6
12350,T12350,Florrie,2022-10-05 21:56:57,1,classfication,8
12351,T12351,Vivian,2022-12-25 03:58:34,89,classfication,7
12352,T12352,Paul,2022-02-16 16:14:06,80,NLP,9
12353,T12353,Edwin,2022-02-12 13:48:48,27,SVM,8
12354,T12354,Wilson,2022-01-02 21:06:05,38,reinforcement_learning,9
12355,T12355,Kellan,2022-04-19 03:17:55,37,reinforcement_learning,6
12356,T12356,John,2022-04-18 18:22:12,99,clustering,7
12357,T12357,Sophia,2022-07-03 08:03:07,22,recognition,6
12358,T12358,Abigail,2022-11-14 20:53:49,54,reinforcement_learning,9
12359,T12359,Henry,2022-06-11 03:18:52,54,regression,5
12360,T12360,Hailey,2022-08-16 20:34:36,97,computation,9
12361,T12361,Michelle,2022-05-20 23:20:16,94,NLP,8
12362,T12362,Lucia,2022-04-18 00:58:21,80,computation,8
12363,T12363,Valeria,2022-12-28 13:18:42,96,classfication,9
12364,T12364,Kellan,2022-07-02 19:53:36,64,computation,10
12365,T12365,Kellan,2022-01-18 06:59:47,18,decision_tree,10
12366,T12366,Arthur,2022-12-08 15:05:23,100,reinforcement_learning,10
12367,T12367,Tess,2022-01-07 17:35:49,68,recognition,8
12368,T12368,Lucy,2022-04-08 05:58:30,24,regression,5
12369,T12369,Edwin,2022-07-07 13:30:36,77,reinforcement_learning,7
12370,T12370,Alen,2022-02-01 06:41:17,2,SVM,7
12371,T12371,Fenton,2022-04-17 01:45:25,85,recognition,9
12372,T12372,Aston,2022-12-29 01:42:33,65,classfication,8
12373,T12373,Stella,2022-02-24 00:11:14,73,regression,5
12374,T12374,Eleanor,2022-11-12 11:50:23,13,decision_tree,7
12375,T12375,Valeria,2022-12-09 17:58:12,44,decision_tree,5
12376,T12376,Anna,2022-02-13 16:47:19,85,NLP,7
12377,T12377,Emma,2022-02-21 08:55:04,57,decision_tree,7
12378,T12378,Rosie,2022-10-23 14:12:37,74,classfication,8
12379,T12379,Nicholas,2022-10-11 12:29:38,69,NLP,5
12380,T12380,Patrick,2022-06-06 17:43:50,37,computation,6
12381,T12381,Jenna,2022-05-23 01:16:50,57,recognition,7
12382,T12382,Lucia,2022-06-13 18:54:11,30,clustering,6
12383,T12383,Lucas,2022-12-18 18:37:07,53,decision_tree,5
12384,T12384,Honey,2022-08-13 08:46:57,56,clustering,6
12385,T12385,Emma,2022-04-23 10:17:40,55,regression,6
12386,T12386,Maddie,2022-01-22 14:01:57,55,NLP,7
12387,T12387,Mary,2022-02-26 13:38:38,68,SVM,10
12388,T12388,Sarah,2022-11-21 19:54:48,23,NLP,8
12389,T12389,Natalie,2022-08-06 17:28:20,60,SVM,7
12390,T12390,John,2022-10-09 04:10:35,77,computation,7
12391,T12391,Alissa,2022-05-02 20:54:31,8,decision_tree,5
12392,T12392,Jacob,2022-03-28 02:23:06,5,classfication,7
12393,T12393,Sofia,2022-01-07 21:38:58,60,computation,7
12394,T12394,Briony,2022-01-09 00:22:24,78,classfication,6
12395,T12395,Aida,2022-07-23 18:03:05,98,classfication,6
12396,T12396,James,2022-01-30 08:37:33,44,NLP,8
12397,T12397,Violet,2022-08-15 14:04:44,89,recognition,7
12398,T12398,Rosie,2022-03-27 10:46:58,28,reinforcement_learning,7
12399,T12399,Edgar,2022-10-28 00:11:44,24,recognition,9
12400,T12400,Emily,2022-08-06 20:30:16,37,regression,7
12401,T12401,Anna,2022-03-30 17:34:44,63,SVM,8
12402,T12402,David,2022-05-13 04:07:42,39,clustering,5
12403,T12403,Kelsey,2022-01-18 00:29:20,80,recognition,5
12404,T12404,Henry,2022-06-16 11:43:34,53,regression,6
12405,T12405,Dexter,2022-04-29 14:12:06,64,classfication,7
12406,T12406,Evelyn,2022-11-20 03:40:58,47,classfication,8
12407,T12407,Kelvin,2022-10-03 12:42:12,57,reinforcement_learning,10
12408,T12408,Darcy,2022-02-07 10:57:55,27,clustering,8
12409,T12409,Henry,2022-04-03 15:04:34,11,clustering,10
12410,T12410,Eleanor,2022-08-30 22:32:00,99,regression,9
12411,T12411,Sienna,2022-07-30 23:37:38,25,reinforcement_learning,7
12412,T12412,Lucia,2022-04-02 12:32:08,67,CNN,5
12413,T12413,Lucas,2022-02-19 22:40:22,17,decision_tree,9
12414,T12414,Henry,2022-05-02 03:13:36,29,computation,8
12415,T12415,Sophia,2022-02-05 18:54:54,65,reinforcement_learning,7
12416,T12416,Aida,2022-12-27 18:58:37,10,SVM,10
12417,T12417,Arthur,2022-12-06 08:05:36,46,classfication,9
12418,T12418,Madaline,2022-03-26 20:45:43,62,SVM,8
12419,T12419,Paul,2022-07-27 04:20:10,100,recognition,7
12420,T12420,Emma,2022-10-26 11:53:12,94,NLP,6
12421,T12421,Abigail,2022-01-06 00:04:50,4,CNN,7
12422,T12422,Sam,2022-02-20 21:09:30,9,decision_tree,8
12423,T12423,Lenny,2022-05-07 12:55:16,90,reinforcement_learning,6
12424,T12424,Myra,2022-12-10 11:18:35,31,computation,10
12425,T12425,Thomas,2022-06-20 09:01:40,94,computation,5
12426,T12426,Chloe,2022-05-09 15:11:20,83,SVM,10
12427,T12427,Stuart,2022-09-26 06:29:07,14,classfication,10
12428,T12428,Stuart,2022-08-20 04:21:28,2,decision_tree,10
12429,T12429,Stuart,2022-12-29 08:32:20,80,classfication,8
12430,T12430,Kelvin,2022-10-01 05:54:42,78,recognition,10
12431,T12431,Kelsey,2022-08-17 09:56:45,31,reinforcement_learning,9
12432,T12432,David,2022-05-31 20:32:52,59,clustering,8
12433,T12433,Tyler,2022-01-14 08:31:04,30,SVM,8
12434,T12434,Camila,2022-07-16 07:22:57,15,decision_tree,5
12435,T12435,Alexia,2022-10-24 20:39:17,21,recognition,8
12436,T12436,Ashton,2022-02-20 15:51:27,6,computation,6
12437,T12437,Deanna,2022-04-09 11:36:59,83,NLP,7
12438,T12438,Hailey,2022-07-06 19:27:13,2,classfication,7
12439,T12439,Sabrina,2022-10-30 14:55:45,24,classfication,5
12440,T12440,Alina,2022-03-24 10:28:55,71,decision_tree,9
12441,T12441,Stella,2022-05-03 17:14:35,2,regression,8
12442,T12442,Stuart,2022-04-12 03:01:25,88,SVM,7
12443,T12443,Henry,2022-03-29 00:49:55,44,decision_tree,8
12444,T12444,Vivian,2022-03-30 07:14:48,86,decision_tree,5
12445,T12445,Marcus,2022-02-09 14:10:08,6,NLP,5
12446,T12446,Sydney,2022-02-17 11:06:28,29,reinforcement_learning,6
12447,T12447,Jacob,2022-08-10 09:34:17,41,computation,9
12448,T12448,Myra,2022-09-26 03:42:14,42,recognition,6
12449,T12449,Madaline,2022-04-27 22:31:01,56,SVM,10
12450,T12450,Rafael,2022-09-03 09:06:05,20,reinforcement_learning,7
12451,T12451,Jasmine,2022-08-31 21:34:49,63,decision_tree,8
12452,T12452,Vivian,2022-10-16 17:01:13,55,computation,9
12453,T12453,Sienna,2022-06-04 14:55:56,54,computation,6
12454,T12454,Emma,2022-03-03 14:54:58,77,decision_tree,9
12455,T12455,Carlos,2022-11-19 06:03:39,50,computation,10
12456,T12456,Walter,2022-08-27 08:43:34,57,regression,8
12457,T12457,Rosie,2022-09-10 12:02:15,66,computation,10
12458,T12458,Adele,2022-01-21 09:39:19,34,recognition,9
12459,T12459,Dainton,2022-10-23 01:17:08,6,SVM,6
12460,T12460,Alen,2022-08-06 11:06:51,95,CNN,5
12461,T12461,Valeria,2022-03-26 14:05:56,90,decision_tree,8
12462,T12462,Emily,2022-07-17 16:11:29,1,reinforcement_learning,5
12463,T12463,Amelia,2022-12-10 01:30:57,5,reinforcement_learning,7
12464,T12464,Jenna,2022-07-16 17:13:13,40,clustering,8
12465,T12465,Arthur,2022-10-18 23:55:55,37,computation,5
12466,T12466,Michael,2022-12-09 23:40:36,90,classfication,9
12467,T12467,Lucia,2022-07-26 02:20:50,9,classfication,8
12468,T12468,Alexander,2022-03-11 08:40:50,72,clustering,10
12469,T12469,Luke,2022-08-11 07:41:21,75,NLP,8
12470,T12470,Walter,2022-09-08 01:26:09,21,recognition,5
12471,T12471,Melanie,2022-03-05 19:28:00,64,computation,7
12472,T12472,Edwin,2022-03-06 00:51:56,48,regression,10
12473,T12473,Violet,2022-08-14 14:49:39,1,CNN,9
12474,T12474,Jordan,2022-06-30 00:50:58,68,clustering,6
12475,T12475,Jasmine,2022-09-05 12:23:31,60,decision_tree,8
12476,T12476,Eleanor,2022-07-20 06:07:06,81,decision_tree,5
12477,T12477,Sofia,2022-05-15 20:25:58,36,SVM,7
12478,T12478,John,2022-11-07 19:56:32,62,decision_tree,9
12479,T12479,Penelope,2022-04-03 05:07:27,22,clustering,6
12480,T12480,Derek,2022-02-09 13:31:44,3,CNN,9
12481,T12481,Wilson,2022-12-18 17:00:44,34,clustering,9
12482,T12482,Amelia,2022-05-07 15:07:42,54,classfication,8
12483,T12483,Anna,2022-01-05 11:31:40,98,NLP,9
12484,T12484,Stella,2022-03-05 18:39:03,100,NLP,9
12485,T12485,Amber,2022-03-23 00:52:05,33,decision_tree,10
12486,T12486,Adele,2022-09-16 08:30:57,91,regression,7
12487,T12487,Luke,2022-12-12 17:56:54,7,NLP,8
12488,T12488,Carlos,2022-03-01 04:57:59,37,reinforcement_learning,7
12489,T12489,Maddie,2022-10-28 19:38:34,97,SVM,8
12490,T12490,Julia,2022-06-06 08:40:10,48,computation,6
12491,T12491,Kate,2022-05-30 00:28:30,41,SVM,5
12492,T12492,Richard,2022-12-22 10:33:41,21,regression,10
12493,T12493,Alberta,2022-04-24 23:14:13,100,classfication,7
12494,T12494,Alexander,2022-03-01 02:21:18,72,clustering,10
12495,T12495,Adele,2022-11-30 08:16:51,93,reinforcement_learning,7
12496,T12496,Alissa,2022-03-14 11:01:21,20,classfication,6
12497,T12497,Briony,2022-11-18 05:49:06,42,SVM,8
12498,T12498,Emma,2022-05-20 09:38:09,89,computation,9
12499,T12499,Mary,2022-06-21 22:23:27,45,regression,10
